이름,차량번호,연식,주행거리,연료,배기량,색상,보증정보,가격,신차대비가격,옵션_선루프,옵션_파노라마선루프,옵션_열선앞,옵션_열선뒤,옵션_전방센서,옵션_후방센서,옵션_전방캠,옵션_후방캠,옵션_어라운드뷰,옵션_네비순정,보험이력등록,소유자변경횟수,사고상세_전손,사고상세_침수전손,사고상세_침수분손,사고상세_도난,보험_내차피해(횟수),보험_내차피해(가격),사고상세_타차가해(횟수),보험_타차피해(가격),클러스터,유사도
더 뉴 레이  시그니처,차량번호 109호3693,25,20.0,가솔린,998.0,흰색,"60개월 / 100,000km",5760000,반납,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,3,0.024444963913720384
레이  디럭스 스페셜,차량번호 33모1741,14,187000.0,가솔린,998.0,검정색,만료,4190000,31,0,0,0,0,0,0,0,0,0,0,1,2.0,0.0,0.0,0.0,0.0,5.0,"5,607,191",6.0,"11,317,458",3,0.024412435986847753
레이   디럭스 스페셜,차량번호 29무6705,14,152156.0,가솔린,998.0,연두색,만료,5300000,40,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,7.0,"4,921,559",1.0,"1,431,070",3,0.024412435986847753
봉고3  파워게이트 -   ,차량번호 91무7768,17,154000.0,디젤,2497.0,청색,불가,7990000,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,3,0.024197781000308605
봉고3  파워게이트 -   ,차량번호 93마0582,18,223920.0,디젤,2497.0,흰색,불가,11900000,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,3,0.024197781000308605
봉고3  파워게이트 -   ,차량번호 87로0402,19,305039.0,디젤,2497.0,흰색,불가,11900000,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,3,0.024197781000308605
봉고3  파워게이트 -  ,차량번호 843로5298,16,232341.0,디젤,2497.0,진청색,불가,8990000,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,3,0.024197781000308605
봉고3  파워게이트 -   ,차량번호 93로5255,18,137181.0,디젤,2497.0,흰색,불가,10990000,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,3,0.024197781000308605
봉고3  파워게이트 -   ,차량번호 95거1141,19,205919.0,디젤,2497.0,진주색,불가,11900000,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,3,0.024197781000308605
봉고3  파워게이트 -   ,차량번호 88노2660,18,35975.0,디젤,2497.0,흰색,불가,15900000,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,3,0.024197781000308605
봉고3  파워게이트 -   ,차량번호 83다0873,18,136740.0,디젤,2497.0,흰색,불가,11900000,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,3,0.024197781000308605
봉고3  파워게이트 -   ,차량번호 90마1348,16,311243.0,디젤,2497.0,흰색,불가,7500000,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,3,0.024197781000308605
봉고3  파워게이트 -   ,차량번호 93마0582,18,223920.0,디젤,2497.0,흰색,불가,11900000,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,3,0.024197781000308605
봉고3  파워게이트 -   ,차량번호 87로0402,19,305039.0,디젤,2497.0,흰색,불가,11900000,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,3,0.024197781000308605
봉고3  파워게이트 -  ,차량번호 843로5298,16,232341.0,디젤,2497.0,진청색,불가,8990000,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,3,0.024197781000308605
봉고3  파워게이트 -   ,차량번호 93로5255,18,137181.0,디젤,2497.0,흰색,불가,10990000,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,3,0.024197781000308605
봉고3  파워게이트 -   ,차량번호 95거1141,19,205919.0,디젤,2497.0,진주색,불가,11900000,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,3,0.024197781000308605
봉고3  파워게이트 -   ,차량번호 88노2660,18,35975.0,디젤,2497.0,흰색,불가,15900000,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,3,0.024197781000308605
봉고3  파워게이트 -   ,차량번호 83다0873,18,136740.0,디젤,2497.0,흰색,불가,11900000,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,3,0.024197781000308605
봉고3  파워게이트 -   ,차량번호 90마1348,16,311243.0,디젤,2497.0,흰색,불가,7500000,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,3,0.024197781000308605
봉고3  파워게이트 -   ,차량번호 93마0582,18,223920.0,디젤,2497.0,흰색,불가,11900000,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,3,0.024197781000308605
봉고3  파워게이트 -   ,차량번호 87로0402,19,305039.0,디젤,2497.0,흰색,불가,11900000,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,3,0.024197781000308605
봉고3  파워게이트 -  ,차량번호 843로5298,16,232341.0,디젤,2497.0,진청색,불가,8990000,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,3,0.024197781000308605
봉고3  파워게이트 -   ,차량번호 93로5255,18,137181.0,디젤,2497.0,흰색,불가,10990000,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,3,0.024197781000308605
봉고3  파워게이트 -   ,차량번호 95거1141,19,205919.0,디젤,2497.0,진주색,불가,11900000,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,3,0.024197781000308605
봉고3  파워게이트 -   ,차량번호 88노2660,18,35975.0,디젤,2497.0,흰색,불가,15900000,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,3,0.024197781000308605
봉고3  파워게이트 -   ,차량번호 83다0873,18,136740.0,디젤,2497.0,흰색,불가,11900000,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,3,0.024197781000308605
봉고3  파워게이트 -   ,차량번호 90마1348,16,311243.0,디젤,2497.0,흰색,불가,7500000,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,3,0.024197781000308605
올 뉴 K7   디젤 리미티드   ,차량번호 42다2093,18,133912.0,디젤,2199.0,흰색,불가,15900000,44,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,3,0.02419032274844099
올 뉴 K7   디젤 리미티드   ,차량번호 65다3121,19,154187.0,디젤,2199.0,흰색,정보없음,17900000,49,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0,1.0,"415,335",3,0.02419032274844099
더 뉴 레이   프레스티지 베스트셀렉션,차량번호 344러9211,23,12666.0,가솔린,998.0,베이지색,"60개월 / 100,000km",15300000,98,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,3,0.024126766844275185
더 뉴 레이  프레스티지 베스트셀렉션,차량번호 115모8048,23,8522.0,가솔린,998.0,청옥색,"60개월 / 100,000km",14200000,91,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,3,0.024126766844275185
더 뉴 레이   프레스티지 베스트셀렉션,차량번호 231주6635,23,9300.0,가솔린,998.0,흰색,"60개월 / 100,000km",15700000,100,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,3,0.024126766844275185
더 뉴 레이  프레스티지 베스트셀렉션,차량번호 112소5956,23,6434.0,가솔린,998.0,검정색,"60개월 / 100,000km",15400000,98,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,3,0.024126766844275185
더 뉴 레이   프레스티지 베스트셀렉션,차량번호 376오5423,23,42716.0,가솔린,998.0,베이지색,"60개월 / 100,000km",13990000,89,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,3,0.024126766844275185
스팅어  디젤  프라임,차량번호 41어1949,18,127000.0,디젤,2199.0,흰색,만료,14990000,40,1,1,1,1,1,1,1,1,1,1,1,6.0,0.0,0.0,0.0,0.0,1.0,"1,339,040",0.0,0,3,0.024048001951789005
스팅어  디젤  프라임,차량번호 41어1949,18,127000.0,디젤,2199.0,흰색,만료,14990000,40,1,1,1,1,1,1,1,1,1,1,1,6.0,0.0,0.0,0.0,0.0,1.0,"1,339,040",0.0,0,3,0.024048001951789005
그랜저IG  LPi  모던,차량번호 131러2943,20,51851.0,LPG,2999.0,진회색,만료,19000000,,1,1,1,1,1,1,1,1,1,1,1,2.0,0.0,0.0,0.0,0.0,1.0,"1,382,064",0.0,0,3,0.023996195276912925
그랜저IG  LPi  모던,차량번호 33더1154,18,173866.0,LPG,2999.0,검정색,불가,11000000,,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,3.0,"9,788,061",2.0,"2,599,270",3,0.023996195276912925
LF쏘나타  LPi 스마트,차량번호 183다1887,18,129392.0,LPG,1999.0,흰색,정보없음,6290000,,0,0,0,0,0,0,0,0,0,0,1,3.0,0.0,0.0,0.0,0.0,0.0,0,2.0,"1,407,899",3,0.02394754866310936
LF쏘나타  LPi 스마트,차량번호 167무8781,15,138411.0,LPG,1999.0,은색,정보없음,7000000,,0,0,0,0,0,0,0,0,0,0,1,2.0,0.0,0.0,0.0,0.0,1.0,"314,193",3.0,"2,660,366",3,0.02394754866310936
LF쏘나타  LPi 스마트,차량번호 167무8781,15,138411.0,LPG,1999.0,은색,정보없음,7000000,,0,0,0,0,0,0,0,0,0,0,1,2.0,0.0,0.0,0.0,0.0,1.0,"314,193",3.0,"2,660,366",3,0.02394754866310936
LF쏘나타  LPi 스마트,차량번호 167무8781,15,138411.0,LPG,1999.0,은색,정보없음,7000000,,0,0,0,0,0,0,0,0,0,0,1,2.0,0.0,0.0,0.0,0.0,1.0,"314,193",3.0,"2,660,366",3,0.02394754866310936
그랜드스타렉스  어린이보호차 디젤 15인승  ,차량번호 725어2877,16,74000.0,디젤,2497.0,노란색,불가,10800000,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,3,0.023834172297453923
그랜드스타렉스  어린이보호차 디젤 15인승  ,차량번호 725어2877,16,74000.0,디젤,2497.0,노란색,불가,10800000,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,3,0.023834172297453923
코란도 투리스모  디젤  TX 9인승,차량번호 48나7793,18,84000.0,디젤,2157.0,흰색,만료,8990000,29,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0,2.0,"766,542",3,0.023792349510750658
그랜저IG   익스클루시브 스페셜,차량번호 128소8253,19,153000.0,가솔린,2359.0,검정색,만료,17900000,49,0,0,0,0,0,0,0,0,0,0,1,3.0,0.0,0.0,0.0,0.0,1.0,"652,369",0.0,0,3,0.023658904883100424
봉고3  CRDi 킹캡 초장축 GX 스페셜  ,차량번호 81어2432,17,110000.0,디젤,2497.0,청색,불가,7200000,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,3,0.023585049583830016
K9   노블레스 스페셜,차량번호 34무4557,13,181000.0,가솔린,3342.0,검정색,만료,7700000,12,0,0,0,0,0,0,0,0,0,0,1,7.0,0.0,0.0,0.0,0.0,1.0,"806,166",1.0,"725,960",3,0.023412433134673612
K9   노블레스 스페셜,차량번호 34무4557,13,181000.0,가솔린,3342.0,검정색,만료,7700000,12,0,0,0,0,0,0,0,0,0,0,1,7.0,0.0,0.0,0.0,0.0,1.0,"806,166",1.0,"725,960",3,0.023412433134673612
K7 프리미어  노블레스,차량번호 347다6511,20,53603.0,가솔린,2497.0,흰색,만료,22900000,68,0,0,0,0,0,0,0,0,0,0,1,3.0,0.0,0.0,0.0,0.0,3.0,"1,697,090",0.0,0,3,0.023372049941614893
K7 프리미어   노블레스   ,차량번호 347다6527,20,99682.0,가솔린,2497.0,흰색,불가,21900000,65,1,1,1,1,1,1,1,1,1,1,0,,,,,,,,,,3,0.023372049941614893
그랜저IG   프리미엄  ,차량번호 26가7317,18,156000.0,가솔린,2359.0,검정색,만료,13300000,41,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,3,0.023335202882149367
그랜저IG  프리미엄,차량번호 03더2938,19,13100.0,가솔린,2359.0,진회색,만료,25000000,77,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,3,0.023335202882149367
코란도 투리스모   디젤  아웃도어 에디션 9인승   ,차량번호 05너4490,18,230000.0,디젤,2157.0,흰색,불가,7000000,20,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,3,0.023327363956891174
아반떼AD   LPi 스마트,차량번호 37보0881,17,152985.0,LPG,1591.0,흰색,만료,8500000,46,0,0,0,0,0,0,0,0,0,0,1,2.0,0.0,0.0,0.0,0.0,3.0,"2,264,039",0.0,0,3,0.023214253260632287
아반떼AD   LPi 스마트,차량번호 37보0881,17,152985.0,LPG,1591.0,흰색,만료,8500000,46,0,0,0,0,0,0,0,0,0,0,1,2.0,0.0,0.0,0.0,0.0,3.0,"2,264,039",0.0,0,3,0.023214253260632287
뉴 코란도 C  디젤  익스트림,차량번호 05두2858,19,108405.0,디젤,2157.0,진주색,만료,9300000,35,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,3,0.02311579257872001
뉴 코란도 C  디젤  익스트림,차량번호 05두2858,19,108405.0,디젤,2157.0,진주색,만료,9300000,35,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,3,0.02311579257872001
더 뉴 그랜드스타렉스   디젤 어린이버스 15인승    ,차량번호 75마5700,19,43000.0,디젤,2497.0,노란색,만료,17500000,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,3,0.02299654139389045
디 올 뉴 그랜저   LPG  프리미엄   ,차량번호 228거4012,24,20000.0,LPG,3470.0,흰색 (세레니티 화이트 펄),"60개월 / 100,000km",34500000,,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,3,0.02290736187027068
디 올 뉴 그랜저  LPG  프리미엄,차량번호 109호3384,25,20.0,LPG,3470.0,진주색,"60개월 / 100,000km",4000000,소유,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,3,0.02290736187027068
디 올 뉴 그랜저  LPG  프리미엄,차량번호 109호3628,25,20.0,LPG,3470.0,검정색,"60개월 / 100,000km",4000000,소유,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,3,0.02290736187027068
디 올 뉴 그랜저  LPG  프리미엄,차량번호 109호3384,25,20.0,LPG,3470.0,진주색,"60개월 / 100,000km",4000000,소유,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,3,0.02290736187027068
디 올 뉴 그랜저  LPG  프리미엄,차량번호 109호3628,25,20.0,LPG,3470.0,검정색,"60개월 / 100,000km",4000000,소유,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,3,0.02290736187027068
더 뉴 K7   노블레스   ,차량번호 27거7382,14,171758.0,가솔린,3342.0,흰색,불가,8900000,21,1,1,1,1,1,1,1,1,1,1,1,7.0,0.0,0.0,0.0,0.0,11.0,"9,305,260",3.0,"1,430,577",3,0.02289674522612556
더 뉴 K7   노블레스   ,차량번호 27거7382,14,171758.0,가솔린,3342.0,흰색,불가,8900000,21,1,1,1,1,1,1,1,1,1,1,1,7.0,0.0,0.0,0.0,0.0,11.0,"9,305,260",3.0,"1,430,577",3,0.02289674522612556
포터2  LPG 더블캡 초장축 스마트   ,차량번호 813루3351,24,11000.0,LPG,2469.0,흰색,정보없음,18000000,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,3,0.022782976195842197
더 뉴 팰리세이드   디젤  VIP   ,차량번호 343수2379,24,57193.0,디젤,2199.0,흰색,"60개월 / 100,000km",54990000,,1,1,1,1,1,1,1,1,1,1,0,,,,,,,,,,3,0.02275074631887076
K7 프리미어   시그니처   ,차량번호 175라9502,21,45941.0,가솔린,2999.0,흰색,"60개월 / 100,000km",32500000,85,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,3,0.02269546444392276
K7 프리미어   시그니처   ,차량번호 159주4360,21,33000.0,가솔린,2999.0,검정색,"60개월 / 100,000km",33900000,89,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,3,0.02269546444392276
K7 프리미어   시그니처   ,차량번호 159주4360,21,33000.0,가솔린,2999.0,검정색,"60개월 / 100,000km",33900000,89,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,3,0.02269546444392276
포터2  슈퍼캡 내장탑차 스마트  ,차량번호 81주1190,19,144000.0,디젤,2497.0,흰색,불가,10800000,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,3,0.022572192539216
포터2  슈퍼캡 내장탑차 스마트  ,차량번호 854조1131,17,179495.0,디젤,2497.0,흰색,불가,9990000,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,3,0.022572192539216
포터2 슈퍼캡 내장탑차  스마트,차량번호 840노4845,21,86486.0,디젤,2497.0,흰색,정보없음,12300000,,0,0,0,0,0,0,0,0,0,0,1,2.0,0.0,0.0,0.0,0.0,2.0,"16,925,526",1.0,"7,619,930",3,0.022572192539216
K7   디럭스 스페셜,차량번호 27주9012,11,140409.0,가솔린,2359.0,검정색,만료,4450000,14,0,0,0,0,0,0,0,0,0,0,1,4.0,0.0,0.0,0.0,0.0,4.0,"3,360,485",2.0,"2,253,547",3,0.022565904611590942
봉고3 CRDi 킹캡 초장축 디럭스,차량번호 840러1140,16,102000.0,디젤,2497.0,흰색,정보없음,7600000,,0,0,0,0,0,0,0,0,0,0,1,7.0,0.0,0.0,0.0,0.0,2.0,"793,444",6.0,"9,869,080",3,0.022473105189020563
봉고3 CRDi 킹캡 초장축 디럭스,차량번호 840러1140,16,102000.0,디젤,2497.0,흰색,정보없음,7600000,,0,0,0,0,0,0,0,0,0,0,1,7.0,0.0,0.0,0.0,0.0,2.0,"793,444",6.0,"9,869,080",3,0.022473105189020563
봉고3 CRDi 킹캡 초장축 디럭스,차량번호 840러1140,16,102000.0,디젤,2497.0,흰색,정보없음,7600000,,0,0,0,0,0,0,0,0,0,0,1,7.0,0.0,0.0,0.0,0.0,2.0,"793,444",6.0,"9,869,080",3,0.022473105189020563
포터2 CRDi 일반캡 초장축 스마트,차량번호 90로0524,18,77000.0,디젤,2497.0,청색,정보없음,9990000,,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,1.0,"1,285,769",2.0,"3,423,500",3,0.022176500396310462
더 뉴 모하비  디젤  VIP,차량번호 31라5463,18,89275.0,디젤,2959.0,검정색,만료,18990000,44,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,"1,900,000",3,0.02217352521193222
더 뉴 모하비   디젤  VIP   ,차량번호 09러9388,18,132000.0,디젤,2959.0,흰색,불가,19200000,44,1,1,1,1,1,1,1,1,1,1,0,,,,,,,,,,3,0.02217352521193222
그랜저HG  300 LPi 모던   ,차량번호 31머6067,14,172000.0,LPG,2999.0,흰색,불가,6390000,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,3,0.02207008803989081
그랜저HG 300 LPi 모던,차량번호 161가1040,15,201500.0,LPG,2999.0,검정색,불가,5990000,,0,0,0,0,0,0,0,0,0,0,1,6.0,0.0,0.0,0.0,0.0,2.0,"2,530,118",5.0,"2,216,960",3,0.02207008803989081
그랜저HG 300 LPi 모던,차량번호 161가1040,15,201500.0,LPG,2999.0,검정색,불가,5990000,,0,0,0,0,0,0,0,0,0,0,1,6.0,0.0,0.0,0.0,0.0,2.0,"2,530,118",5.0,"2,216,960",3,0.02207008803989081
K5 3세대   노블레스   ,차량번호 113수3248,24,31000.0,가솔린,1999.0,흰색 (스노우 화이트 펄),"60개월 / 100,000km",24300000,,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,3,0.021955030525415135
더 뉴 그랜저  익스클루시브,차량번호 220도9768,21,39951.0,가솔린,2497.0,흰색,정보없음,25500000,69,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,3,0.021835321650616527
더 뉴 그랜저  익스클루시브,차량번호 112너7782,21,24180.0,가솔린,2497.0,검정색,정보없음,31900000,86,1,1,1,1,1,1,1,1,1,1,1,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,3,0.021835321650616527
더 뉴 그랜저  익스클루시브,차량번호 135가9160,21,28433.0,가솔린,2497.0,검정색,정보없음,29800000,80,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,3,0.021835321650616527
더 뉴 그랜저   익스클루시브   ,차량번호 114노1143,22,51336.0,가솔린,3342.0,흰색,"60개월 / 100,000km",32500000,82,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,0.0,0.0,0.0,1.0,"630,703",0.0,0,3,0.021835321650616527
더 뉴 그랜저   익스클루시브,차량번호 279우6961,21,55303.0,가솔린,3342.0,흰색,"60개월 / 100,000km",28300000,72,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,0.0,0.0,0.0,1.0,"734,910",0.0,0,3,0.021835321650616527
더 뉴 그랜저  익스클루시브,차량번호 220도9725,21,49236.0,가솔린,2497.0,흰색,정보없음,26500000,71,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,3,0.021835321650616527
더 뉴 그랜저   익스클루시브,차량번호 123더5016,21,32278.0,가솔린,3342.0,흰색,정보없음,29800000,75,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,"1,536,080",1.0,"1,302,120",3,0.021835321650616527
더 뉴 그랜저   익스클루시브,차량번호 168가9998,23,31420.0,가솔린,2497.0,검정색,"60개월 / 100,000km",32000000,86,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,1.0,"760,959",1.0,"1,409,038",3,0.021835321650616527
더 뉴 그랜저  익스클루시브,차량번호 321러6080,21,61141.0,가솔린,2497.0,검정색,정보없음,25900000,70,0,0,0,0,0,0,0,0,0,0,1,2.0,0.0,0.0,0.0,0.0,1.0,"1,249,000",1.0,"460,570",3,0.021835321650616527
더 뉴 그랜저   LPi  고급형   ,차량번호 137도2487,21,152000.0,LPG,2999.0,흰색,"60개월 / 100,000km",17500000,,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,2.0,"795,659",0.0,0,3,0.02182025065816843
쏘나타 하이브리드  HEV 로얄,차량번호 63러1177,14,162921.0,가솔린 하이브리드,1999.0,흰색,만료,5300000,15,0,0,0,0,0,0,0,0,0,0,1,3.0,0.0,0.0,0.0,0.0,3.0,"3,199,083",1.0,"502,395",3,0.02181219949611284
쏘나타 하이브리드  HEV 로얄,차량번호 63러1177,14,162921.0,가솔린 하이브리드,1999.0,흰색,만료,5300000,15,0,0,0,0,0,0,0,0,0,0,1,3.0,0.0,0.0,0.0,0.0,3.0,"3,199,083",1.0,"502,395",3,0.02181219949611284
쏘나타 하이브리드  HEV 로얄,차량번호 63러1177,14,162921.0,가솔린 하이브리드,1999.0,흰색,만료,5300000,15,0,0,0,0,0,0,0,0,0,0,1,3.0,0.0,0.0,0.0,0.0,3.0,"3,199,083",1.0,"502,395",3,0.02181219949611284
그랜저IG   LPi  익스클루시브  ,차량번호 356도4759,19,199000.0,LPG,2999.0,검정색,불가,13300000,39,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,3.0,"4,077,808",0.0,0,3,0.021807503061950492
그랜저IG  LPi  익스클루시브,차량번호 175다5073,19,115555.0,LPG,2999.0,검정색,만료,15000000,44,1,1,1,1,1,1,1,1,1,1,1,2.0,0.0,0.0,0.0,0.0,4.0,"10,864,668",3.0,"6,633,347",3,0.021807503061950492
그랜저IG  LPi 익스클루시브,차량번호 175라6347,19,139645.0,LPG,2999.0,진주색,불가,19000000,56,1,1,1,1,1,1,1,1,1,1,1,2.0,0.0,0.0,0.0,0.0,0.0,0,2.0,"1,279,596",3,0.021807503061950492
그랜저IG  LPi 익스클루시브,차량번호 175라6347,19,139645.0,LPG,2999.0,진주색,불가,19000000,56,1,1,1,1,1,1,1,1,1,1,1,2.0,0.0,0.0,0.0,0.0,0.0,0,2.0,"1,279,596",3,0.021807503061950492
쏘나타 디 엣지 하이브리드   HEV 인스퍼레이션   ,차량번호 191조2706,25,1077.0,가솔린 하이브리드,1999.0,진회색,불가,38900000,99,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,3,0.02175349693485313
포터2 CRDi 슈퍼캡  고급형,차량번호 83서5311,15,128827.0,디젤,2497.0,흰색,만료,9400000,,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,1.0,"416,760",1.0,"1,320,934",3,0.021674209610778695
포터2 CRDi 슈퍼캡  고급형,차량번호 83서5311,15,128827.0,디젤,2497.0,흰색,만료,9400000,,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,1.0,"416,760",1.0,"1,320,934",3,0.021674209610778695
포터2 CRDi 슈퍼캡  고급형,차량번호 83서5311,15,128827.0,디젤,2497.0,흰색,만료,9400000,,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,1.0,"416,760",1.0,"1,320,934",3,0.021674209610778695
아반떼AD   프리미엄   ,차량번호 25소7161,18,178000.0,가솔린,1591.0,진청색,불가,9900000,45,1,1,1,1,1,1,1,1,1,1,1,3.0,0.0,0.0,0.0,0.0,8.0,"9,322,803",2.0,"4,660,400",3,0.021624408516709874
모닝 어반  프레스티지,차량번호 290오3770,21,23844.0,가솔린,998.0,베이지색,"60개월 / 100,000km",12500000,92,0,0,0,0,0,0,0,0,0,0,1,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,3,0.021588483826655375
모닝 어반  프레스티지,차량번호 111보6263,23,17783.0,가솔린,998.0,검정색,"60개월 / 100,000km",12700000,94,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,3,0.021588483826655375
더 뉴 팰리세이드   가솔린  캘리그래피   ,차량번호 231서7471,23,16413.0,가솔린,3778.0,진청색,"60개월 / 100,000km",45500000,,1,1,1,1,1,1,1,1,1,1,1,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,3,0.02158460775104815
팰리세이드   가솔린  캘리그래피   ,차량번호 291거2356,22,32000.0,가솔린,3778.0,남색,"60개월 / 100,000km",32300000,,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,0.0,0.0,0.0,1.0,"1,829,001",2.0,"1,377,131",3,0.02158460775104815
더 뉴 팰리세이드  가솔린  캘리그래피,차량번호 149어9695,23,25304.0,가솔린,3778.0,흰색,"60개월 / 100,000km",38300000,,1,1,1,1,1,1,1,1,1,1,1,2.0,0.0,0.0,0.0,0.0,3.0,"5,977,300",3.0,"7,204,600",3,0.02158460775104815
포터2  슈퍼캡 내장탑차 초장축 디럭스  ,차량번호 95주4742,19,163000.0,디젤,2497.0,흰색,정보없음,9600000,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,3,0.021573957484752226
코란도 투리스모   디젤  샤토 하이리무진   ,차량번호 49마2023,18,140219.0,디젤,2157.0,흰색,불가,24800000,49,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,3,0.02154517131066474
